1629223620,4.13,4.20
1629223649,4.09,4.16
1629223660,4.08,4.15
1629223671,4.09,4.16
1629223682,4.09,4.15
1629223693,4.07,4.15
1629223704,4.07,4.14
1629223715,4.07,4.14
1629223726,4.07,4.14
1629223737,4.06,4.13
1629223748,4.07,4.14
1629223759,4.07,4.14
1629223770,4.06,4.14
1629223781,4.06,4.13
1629223792,4.06,4.13
1629223803,4.06,4.13
1629223814,4.04,4.12
1629223826,4.05,4.12
1629223837,4.06,4.13
1629223848,4.04,4.11
1629223859,4.04,4.11
1629223870,4.05,4.13
1629223881,4.04,4.11
1629223892,4.05,4.12
1629223903,4.05,4.12
1629223914,4.05,4.12
1629223925,4.04,4.11
1629223936,4.05,4.12
1629223947,4.04,4.11
1629223958,4.04,4.11
1629223969,4.04,4.11
1629223980,4.04,4.11
1629223991,4.04,4.11
1629224002,4.03,4.10
1629224013,4.04,4.11
1629224024,4.04,4.11
1629224036,4.04,4.11
1629224047,4.03,4.10
1629224058,4.03,4.10
1629224069,4.03,4.10
1629224080,4.03,4.11
1629224091,4.02,4.09
1629224102,4.02,4.10
1629224113,4.03,4.10
1629224124,4.03,4.11
1629224135,4.03,4.10
1629224146,4.02,4.09
1629224157,4.02,4.09
1629224168,4.01,4.08
1629224179,4.01,4.09
1629224190,4.01,4.09
1629224201,4.02,4.09
1629224212,4.02,4.09
1629224223,4.01,4.09
1629224234,4.01,4.09
1629224245,4.01,4.09
1629224257,4.01,4.08
1629224268,4.02,4.09
1629224279,4.01,4.08
1629224290,4.01,4.09
1629224301,4.01,4.08
1629224312,4.01,4.08
1629224323,4.01,4.08
1629224334,4.01,4.09
1629224345,4.01,4.09
1629224356,4.01,4.08
1629224367,4.01,4.08
1629224378,3.99,4.07
1629224389,4.01,4.08
1629224400,4.00,4.07
1629224411,4.01,4.08
1629224422,4.01,4.08
1629224433,4.00,4.07
1629224444,4.00,4.07
1629224455,3.99,4.06
1629224467,4.00,4.07
1629224478,3.99,4.07
1629224489,4.00,4.07
1629224500,4.00,4.07
1629224517,3.99,4.07
1629224528,3.98,4.06
1629224541,4.00,4.07
1629224552,3.98,4.06
1629224572,3.99,4.06
1629224583,3.98,4.06
1629224598,3.99,4.06
1629224610,3.97,4.05
1629224622,3.98,4.06
1629224633,3.98,4.05
1629224651,3.98,4.06
1629224662,3.98,4.05
1629224677,3.99,4.06
1629224688,3.97,4.05
1629224699,3.98,4.06
1629224710,3.99,4.06
1629224721,3.98,4.06
1629224732,3.98,4.06
1629224743,3.98,4.06
1629224754,3.97,4.05
1629224765,3.97,4.05
1629224776,3.98,4.06
1629224787,3.98,4.05
1629224798,3.97,4.04
1629224809,3.96,4.04
1629224820,3.98,4.05
1629224831,3.97,4.04
